YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,DataValueAlt,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,GeoLocation,LocationID,DataValueTypeID,StratificationCategoryID1,StratificationID1
2013,2013,MO,Missouri,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,30.8,30.8,,29.1,32.6,Overall,Overall,POINT (-92.56630005299968 38.635790776000476),29,AGEADJPREV,OVERALL,OVR
2016,2016,MO,Missouri,BRFSS,Oral Health,All teeth lost among adults aged >= 65 years,%,Age-adjusted Prevalence,18.7,18.7,,16.6,21,Overall,Overall,POINT (-92.56630005299968 38.635790776000476),29,AGEADJPREV,OVERALL,OVR
2011,2011,MO,Missouri,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,30.1,30.1,,28.4,31.8,Overall,Overall,POINT (-92.56630005299968 38.635790776000476),29,AGEADJPREV,OVERALL,OVR
2016,2016,MO,Missouri,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,63.5,63.5,,61.6,65.4,Overall,Overall,POINT (-92.56630005299968 38.635790776000476),29,AGEADJPREV,OVERALL,OVR
2019,2019,MO,Missouri,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,20.5,20.5,,19.1,22,Overall,Overall,POINT (-92.56630005299968 38.635790776000476),29,AGEADJPREV,OVERALL,OVR
2020,2020,MO,Missouri,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,34.2,34.2,,32.8,35.6,Overall,Overall,POINT (-92.56630005299968 38.635790776000476),29,AGEADJPREV,OVERALL,OVR
2019,2019,MO,Missouri,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,34.6,34.6,,32.9,36.3,Overall,Overall,POINT (-92.56630005299968 38.635790776000476),29,AGEADJPREV,OVERALL,OVR
2018,2018,MO,Missouri,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,62.4,62.4,,60.4,64.2,Overall,Overall,POINT (-92.56630005299968 38.635790776000476),29,AGEADJPREV,OVERALL,OVR
2020,2020,MO,Missouri,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Age-adjusted Prevalence,63.0,63,,61.5,64.4,Overall,Overall,POINT (-92.56630005299968 38.635790776000476),29,AGEADJPREV,OVERALL,OVR
2013,2013,MO,Missouri,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,1.0,1,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.5,2,Overall,Overall,POINT (-92.56630005299968 38.635790776000476),29,MEDIAN,OVERALL,OVR
2014,2014,MO,Missouri,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Age-adjusted Prevalence,58.3,58.3,,56.4,60.1,Overall,Overall,POINT (-92.56630005299968 38.635790776000476),29,AGEADJPREV,OVERALL,OVR
2018,2018,MO,Missouri,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Age-adjusted Prevalence,63.5,63.5,,61.7,65.4,Overall,Overall,POINT (-92.56630005299968 38.635790776000476),29,AGEADJPREV,OVERALL,OVR
2019,2019,MO,Missouri,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,1.0,1,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.4,1.8,Overall,Overall,POINT (-92.56630005299968 38.635790776000476),29,MEDIAN,OVERALL,OVR
2017,2017,MO,Missouri,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.7,1.7,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),1.2,2.3,Overall,Overall,POINT (-92.56630005299968 38.635790776000476),29,MEDIAN,OVERALL,OVR
2011,2011,MO,Missouri,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,1.0,1,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.4,1.9,Overall,Overall,POINT (-92.56630005299968 38.635790776000476),29,MEDIAN,OVERALL,OVR
2021,2021,MS,Mississippi,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.5,1.5,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),1,2.1,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,MEDIAN,OVERALL,OVR
2014,2014,MO,Missouri,BRFSS,Oral Health,All teeth lost among adults aged >= 65 years,%,Age-adjusted Prevalence,20.3,20.3,,18.1,22.6,Overall,Overall,POINT (-92.56630005299968 38.635790776000476),29,AGEADJPREV,OVERALL,OVR
2018,2018,MO,Missouri,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,20.2,20.2,,18.6,21.9,Overall,Overall,POINT (-92.56630005299968 38.635790776000476),29,AGEADJPREV,OVERALL,OVR
2019,2019,MO,Missouri,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.6,1.6,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),1.1,2.3,Overall,Overall,POINT (-92.56630005299968 38.635790776000476),29,MEDIAN,OVERALL,OVR
2017,2017,MO,Missouri,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,,,No data available,,,Overall,Overall,POINT (-92.56630005299968 38.635790776000476),29,AGEADJPREV,OVERALL,OVR
2014,2014,MO,Missouri,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,63.3,63.3,,61.4,65.1,Overall,Overall,POINT (-92.56630005299968 38.635790776000476),29,AGEADJPREV,OVERALL,OVR
2012,2012,MO,Missouri,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,,,No data available,,,Overall,Overall,POINT (-92.56630005299968 38.635790776000476),29,AGEADJPREV,OVERALL,OVR
2017,2017,MO,Missouri,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,1.0,1,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.5,1.9,Overall,Overall,POINT (-92.56630005299968 38.635790776000476),29,MEDIAN,OVERALL,OVR
2011,2011,MO,Missouri,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.3,1.3,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.8,2,Overall,Overall,POINT (-92.56630005299968 38.635790776000476),29,MEDIAN,OVERALL,OVR
2016,2016,NV,Nevada,BRFSS,Oral Health,No tooth loss among adults aged 18-64 years,%,Age-adjusted Prevalence,61.3,61.3,,58.9,63.6,Overall,Overall,POINT (-117.07184056399967 39.493240390000494),32,AGEADJPREV,OVERALL,OVR
2014,2014,MS,Mississippi,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Age-adjusted Prevalence,56.9,56.9,,54.7,59.1,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,AGEADJPREV,OVERALL,OVR
2015,2015,MS,Mississippi,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.1,1.1,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.6,1.7,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,MEDIAN,OVERALL,OVR
2015,2015,MS,Mississippi,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,23.0,23,,21.3,24.8,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,AGEADJPREV,OVERALL,OVR
2018,2018,MS,Mississippi,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Age-adjusted Prevalence,54.4,54.4,,52.6,56.2,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,AGEADJPREV,OVERALL,OVR
2017,2017,MS,Mississippi,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,1.0,1,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.4,1.9,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,MEDIAN,OVERALL,OVR
2017,2017,MS,Mississippi,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,37.7,37.7,,35.6,39.8,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,AGEADJPREV,OVERALL,OVR
2021,2021,MT,Montana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.7,1.7,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),1.2,2.3,Overall,Overall,POINT (-109.42442064499971 47.06652897200047),30,MEDIAN,OVERALL,OVR
2019,2019,MS,Mississippi,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,21.2,21.2,,19.6,22.9,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,AGEADJPREV,OVERALL,OVR
2018,2018,MS,Mississippi,BRFSS,Oral Health,All teeth lost among adults aged >= 65 years,%,Age-adjusted Prevalence,23.6,23.6,,20.9,26.5,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,AGEADJPREV,OVERALL,OVR
2019,2019,MS,Mississippi,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,41.2,41.2,,39.3,43.1,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,AGEADJPREV,OVERALL,OVR
2017,2017,MS,Mississippi,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,22.8,22.8,,20.9,24.8,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,AGEADJPREV,OVERALL,OVR
2014,2014,MS,Mississippi,BRFSS,Oral Health,All teeth lost among adults aged >= 65 years,%,Age-adjusted Prevalence,23.1,23.1,,20.3,26.1,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,AGEADJPREV,OVERALL,OVR
2020,2020,MS,Mississippi,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Age-adjusted Prevalence,58.3,58.3,,56.5,59.9,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,AGEADJPREV,OVERALL,OVR
2012,2012,MS,Mississippi,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,,,No data available,,,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,AGEADJPREV,OVERALL,OVR
2014,2014,MS,Mississippi,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,61.7,61.7,,59.5,63.9,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,AGEADJPREV,OVERALL,OVR
2011,2011,MS,Mississippi,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,26.1,26.1,,24.8,27.6,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,AGEADJPREV,OVERALL,OVR
2013,2013,MS,Mississippi,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,25.2,25.2,,23.6,26.9,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,AGEADJPREV,OVERALL,OVR
2016,2016,MS,Mississippi,BRFSS,Oral Health,No tooth loss among adults aged 18-64 years,%,Age-adjusted Prevalence,49.9,49.9,,47.8,52,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,AGEADJPREV,OVERALL,OVR
2021,2021,MT,Montana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,31.8,31.8,,30.1,33.4,Overall,Overall,POINT (-109.42442064499971 47.06652897200047),30,AGEADJPREV,OVERALL,OVR
2012,2012,MS,Mississippi,BRFSS,Oral Health,No tooth loss among adults aged 18-64 years,%,Age-adjusted Prevalence,48.0,48,,46.1,49.8,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,AGEADJPREV,OVERALL,OVR
2011,2011,MS,Mississippi,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,35.1,35.1,,33.7,36.6,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,AGEADJPREV,OVERALL,OVR
2020,2020,MS,Mississippi,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,20.7,20.7,,19.3,22.2,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,AGEADJPREV,OVERALL,OVR
2015,2015,MS,Mississippi,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,36.2,36.2,,34.3,38.1,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,AGEADJPREV,OVERALL,OVR
2016,2016,MT,Montana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,25.4,25.4,,23.6,27.2,Overall,Overall,POINT (-109.42442064499971 47.06652897200047),30,AGEADJPREV,OVERALL,OVR
2013,2013,MS,Mississippi,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,35.2,35.2,,33.5,36.9,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,AGEADJPREV,OVERALL,OVR
2012,2012,MS,Mississippi,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,24.2,24.2,,22.7,25.7,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,AGEADJPREV,OVERALL,OVR
2020,2020,MS,Mississippi,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,39.9,39.9,,38.2,41.6,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,AGEADJPREV,OVERALL,OVR
2018,2018,MS,Mississippi,BRFSS,Oral Health,No tooth loss among adults aged 18-64 years,%,Age-adjusted Prevalence,54.0,54,,52.1,56,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,AGEADJPREV,OVERALL,OVR
2012,2012,MT,Montana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,24.1,24.1,,22.9,25.4,Overall,Overall,POINT (-109.42442064499971 47.06652897200047),30,AGEADJPREV,OVERALL,OVR
2016,2016,MS,Mississippi,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,61.9,61.9,,60,63.8,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,AGEADJPREV,OVERALL,OVR
2018,2018,MS,Mississippi,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,60.4,60.4,,58.6,62.2,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,AGEADJPREV,OVERALL,OVR
2014,2014,MS,Mississippi,BRFSS,Oral Health,No tooth loss among adults aged 18-64 years,%,Age-adjusted Prevalence,49.6,49.6,,47.1,52,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,AGEADJPREV,OVERALL,OVR
2014,2014,MT,Montana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,26.5,26.5,,24.9,28.1,Overall,Overall,POINT (-109.42442064499971 47.06652897200047),30,AGEADJPREV,OVERALL,OVR
2021,2021,MT,Montana,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,15.3,15.3,,14,16.6,Overall,Overall,POINT (-109.42442064499971 47.06652897200047),30,AGEADJPREV,OVERALL,OVR
2019,2019,MS,Mississippi,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,1.0,1,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.4,1.9,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,MEDIAN,OVERALL,OVR
2017,2017,MS,Mississippi,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.6,1.6,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),1.1,2.4,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,MEDIAN,OVERALL,OVR
2020,2020,MS,Mississippi,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,62.5,62.5,,60.8,64.2,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,AGEADJPREV,OVERALL,OVR
2014,2014,MS,Mississippi,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,36.1,36.1,,33.9,38.3,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,AGEADJPREV,OVERALL,OVR
2011,2011,MS,Mississippi,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,1.0,1,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.4,1.5,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,MEDIAN,OVERALL,OVR
2017,2017,MT,Montana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,25.4,25.4,,23.8,27.1,Overall,Overall,POINT (-109.42442064499971 47.06652897200047),30,AGEADJPREV,OVERALL,OVR
2015,2015,MT,Montana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,23.4,23.4,,21.7,25.2,Overall,Overall,POINT (-109.42442064499971 47.06652897200047),30,AGEADJPREV,OVERALL,OVR
2014,2014,MS,Mississippi,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,23.6,23.6,,21.7,25.7,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,AGEADJPREV,OVERALL,OVR
2012,2012,MS,Mississippi,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,35.0,35,,33.3,36.6,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,AGEADJPREV,OVERALL,OVR
2019,2019,MT,Montana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,28.0,28,,26.6,29.5,Overall,Overall,POINT (-109.42442064499971 47.06652897200047),30,AGEADJPREV,OVERALL,OVR
2011,2011,MS,Mississippi,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.1,1.1,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.6,1.7,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,MEDIAN,OVERALL,OVR
2016,2016,MS,Mississippi,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Age-adjusted Prevalence,57.2,57.2,,55.3,59.2,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,AGEADJPREV,OVERALL,OVR
2012,2012,MS,Mississippi,BRFSS,Oral Health,All teeth lost among adults aged >= 65 years,%,Age-adjusted Prevalence,25.4,25.4,,23.4,27.5,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,AGEADJPREV,OVERALL,OVR
2018,2018,MS,Mississippi,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,21.0,21,,19.6,22.6,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,AGEADJPREV,OVERALL,OVR
2013,2013,MS,Mississippi,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,1.0,1,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.4,1.6,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,MEDIAN,OVERALL,OVR
2019,2019,MS,Mississippi,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.5,1.5,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),1,2.2,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,MEDIAN,OVERALL,OVR
2018,2018,MS,Mississippi,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,39.9,39.9,,38.1,41.7,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,AGEADJPREV,OVERALL,OVR
2016,2016,MS,Mississippi,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,23.2,23.2,,21.4,25,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,AGEADJPREV,OVERALL,OVR
2013,2013,MT,Montana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,24.5,24.5,,23.3,25.8,Overall,Overall,POINT (-109.42442064499971 47.06652897200047),30,AGEADJPREV,OVERALL,OVR
2011,2011,MT,Montana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,24.2,24.2,,22.9,25.6,Overall,Overall,POINT (-109.42442064499971 47.06652897200047),30,AGEADJPREV,OVERALL,OVR
2016,2016,MS,Mississippi,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,38.0,38,,36.1,39.9,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,AGEADJPREV,OVERALL,OVR
2016,2016,MS,Mississippi,BRFSS,Oral Health,All teeth lost among adults aged >= 65 years,%,Age-adjusted Prevalence,27.0,27,,24.3,29.9,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,AGEADJPREV,OVERALL,OVR
2017,2017,MS,Mississippi,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,,,No data available,,,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,AGEADJPREV,OVERALL,OVR
2013,2013,MS,Mississippi,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.1,1.1,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.6,1.7,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,MEDIAN,OVERALL,OVR
2012,2012,MS,Mississippi,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Age-adjusted Prevalence,55.5,55.5,,53.9,57.2,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,AGEADJPREV,OVERALL,OVR
2015,2015,MS,Mississippi,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,1.0,1,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.4,1.4,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,MEDIAN,OVERALL,OVR
2020,2020,MS,Mississippi,BRFSS,Oral Health,All teeth lost among adults aged >= 65 years,%,Age-adjusted Prevalence,20.1,20.1,,18,22.4,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,AGEADJPREV,OVERALL,OVR
2018,2018,MT,Montana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,27.1,27.1,,25.4,28.9,Overall,Overall,POINT (-109.42442064499971 47.06652897200047),30,AGEADJPREV,OVERALL,OVR
2020,2020,MS,Mississippi,BRFSS,Oral Health,No tooth loss among adults aged 18-64 years,%,Age-adjusted Prevalence,55.4,55.4,,53.5,57.2,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,AGEADJPREV,OVERALL,OVR
2021,2021,MT,Montana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,1.0,1,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.5,1.9,Overall,Overall,POINT (-109.42442064499971 47.06652897200047),30,MEDIAN,OVERALL,OVR
2012,2012,NC,North Carolina,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,,,No data available,,,Overall,Overall,POINT (-79.15925046299964 35.466220975000454),37,AGEADJPREV,OVERALL,OVR
2013,2013,MS,Mississippi,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,61.8,61.8,,60,63.5,Overall,Overall,POINT (-89.53803082499968 32.745510099000455),28,AGEADJPREV,OVERALL,OVR
2018,2018,MT,Montana,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,66.5,66.5,,64.6,68.4,Overall,Overall,POINT (-109.42442064499971 47.06652897200047),30,AGEADJPREV,OVERALL,OVR
2017,2017,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.8,1.8,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),1.3,2.5,Overall,Overall,POINT (-79.15925046299964 35.466220975000454),37,MEDIAN,OVERALL,OVR
2016,2016,MT,Montana,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Age-adjusted Prevalence,65.4,65.4,,63.5,67.3,Overall,Overall,POINT (-109.42442064499971 47.06652897200047),30,AGEADJPREV,OVERALL,OVR
2012,2012,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,29.4,29.4,,28.3,30.6,Overall,Overall,POINT (-79.15925046299964 35.466220975000454),37,AGEADJPREV,OVERALL,OVR
2012,2012,MT,Montana,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Age-adjusted Prevalence,60.4,60.4,,59,61.9,Overall,Overall,POINT (-109.42442064499971 47.06652897200047),30,AGEADJPREV,OVERALL,OVR
2018,2018,NC,North Carolina,BRFSS,Oral Health,All teeth lost among adults aged >= 65 years,%,Age-adjusted Prevalence,18.0,18,,15.3,21.1,Overall,Overall,POINT (-79.15925046299964 35.466220975000454),37,AGEADJPREV,OVERALL,OVR
2016,2016,MT,Montana,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,69.8,69.8,,67.9,71.7,Overall,Overall,POINT (-109.42442064499971 47.06652897200047),30,AGEADJPREV,OVERALL,OVR
2013,2013,MT,Montana,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,66.6,66.6,,65.2,68,Overall,Overall,POINT (-109.42442064499971 47.06652897200047),30,AGEADJPREV,OVERALL,OVR
